ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species	Confidence
fASV40	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Gliomastix	Gliomastix_murorum	0.8053348
fASV400	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Chrysosporium	Chrysosporium_pseudomerdarium	0.99674
fASV41	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellales_fam_Incertae_sedis	Sistotrema	Sistotrema_adnatum	0.9970893
fASV411	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	NA	0.9587432
fASV417	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	unidentified	unidentified	0.9966355
fASV42	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	unidentified	0.9928901
fASV422	Fungi	Chytridiomycota	NA	NA	NA	NA	NA	0.9676419
fASV43	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	unidentified	0.9158264
fASV436	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_clavatus	0.9999666
fASV44	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium_longiciliata	0.8851413
fASV440	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Syncephalis	unidentified	0.9927122
fASV45	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	0.9999739
fASV451	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA	0.9639006
fASV455	Fungi	Ascomycota	Sordariomycetes	Xylariales	NA	NA	NA	0.9310745
fASV46	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	Scytalidium_circinatum	0.9999996
fASV464	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia_frigida	0.9436223
fASV47	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_nurragi	0.9702528
fASV476	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA	0.9333905
fASV485	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Gymnoascus	Gymnoascus_reessii	0.9860603
fASV49	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA	0.9509826
fASV499	Fungi	Ascomycota	NA	NA	NA	NA	NA	0.9884404
fASV5	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA	0.99994
fASV50	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	0.9999868
fASV506	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arachnomycetaceae	Arachnomyces	unidentified	0.9786014
fASV508	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Neobulgaria	unidentified	0.998469
fASV509	Fungi	Ascomycota	Dothideomycetes	Capnodiales	unidentified	unidentified	unidentified	0.9812903
fASV510	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma_terrea	0.8087906
fASV517	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiaceae	Rhizophydium	unidentified	0.9999018
fASV523	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_piluliferum	0.9709888
fASV53	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	0.9998894
fASV537	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Dichotomopilus	Dichotomopilus_pratensis	0.9999928
fASV55	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium	Lecanicillium_saksenae	0.9888757
fASV559	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Kernia	Kernia_geniculotricha	0.9106733
fASV56	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_solani	0.9856615
fASV569	Fungi	Ascomycota	NA	NA	NA	NA	NA	0.8066106
fASV57	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Waitea	Waitea_circinata	0.9783671
fASV58	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	NA	NA	NA	0.9767248
fASV588	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascales_fam_Incertae_sedis	Seychellomyces	Seychellomyces_hexagonus	0.9096971
fASV59	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_pubescens	0.8304078
fASV590	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	0.7147559
fASV598	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Emericellopsis	unidentified	0.8586323
fASV6	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	0.9968483
fASV60	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA	0.717158
fASV61	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Hydropisphaera	unidentified	0.8755998
fASV62	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	Myrmecridium_phragmitis	0.9355897
fASV64	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_melanoconidium	0.9812476
fASV65	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia_macrospinosa	0.8142116
fASV66	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	0.9933545
fASV67	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Simplicillium	Simplicillium_aogashimaense	0.9985584
fASV68	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA	0.7333196
fASV69	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Niesslia	Niesslia_indica	0.968862
fASV7	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA	0.8021581
fASV70	Fungi	Ascomycota	NA	NA	NA	NA	NA	0.9999722
fASV71	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_sumatraense	0.9993613
fASV72	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium	Lecanicillium_dimorphum	0.9991481
fASV74	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium_hygrophilum	0.8659309
fASV76	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Paramyrothecium	NA	0.7957066
fASV77	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_persicinum	0.999993
fASV78	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	unidentified	0.9911211
fASV79	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium_marquandii	0.9994607
fASV8	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA	0.9996698
fASV80	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophoma	Setophoma_terrestris	0.8979683
fASV81	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_oxalicum	0.9962519
fASV810	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	NA	0.9999998
fASV82	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_virilente	0.9933769
fASV83	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA	0.9344057
fASV84	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytridiaceae	unidentified	unidentified	0.9342703
fASV85	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	0.9998404
fASV86	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Sarocladium	Sarocladium_hominis	0.9529398
fASV87	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Sarocladium	Sarocladium_hominis	0.9762687
fASV88	Fungi	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium	unidentified	0.9873719
fASV9	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus_arrhizus	1
fASV90	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_dichromosporum	0.9557694
fASV91	Fungi	Ascomycota	Sordariomycetes	Branch06	unidentified	unidentified	unidentified	1
fASV93	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	NA	0.8250471
fASV94	Fungi	Ascomycota	Pezizomycotina_cls_Incertae_sedis	Pezizomycotina_ord_Incertae_sedis	Pezizomycotina_fam_Incertae_sedis	Botryoderma	unidentified	0.7872212
fASV95	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA	0.8113126
fASV96	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	0.915285
fASV97	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Trichocladium	Trichocladium_arxii	0.7796553
fASV98	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	unidentified	0.8564513
fASV99	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_amoeboidea	0.798975
